run_id,iteration,timestamp,objective_total,backend,progress_schema_version,objective_terms.infidelity,objective_terms.leakage,objective_terms.time_reg,objective_terms.grid_penalty,objective_terms.constraint_penalty,metrics.fidelity_subspace,metrics.leakage_avg,metrics.leakage_worst,best_so_far.objective_total,best_so_far.iteration,params_summary.max_amp,params_summary.max_detuning,params_summary.times.SQR,solver_stats.n_steps,solver_stats.dt,solver_stats.solver_time_sec
phase2_alternating_flips_T0500ns_sigma0p15_start00,0,1772791433.904142,0.108312164955625,pulse,1,0.04223682439656817,0.06607534055905682,0.0,0.0,0.0,0.9577631756034318,0.6607534055905682,0.6607534055905682,0.108312164955625,0,16725217.527612945,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,1,1772791433.9165993,0.10965600282146755,pulse,1,0.043214335649159,0.06644165324028606,1.3932022500210316e-08,0.0,0.0,0.956785664350841,0.6644165324028606,0.6644165324028606,0.108312164955625,0,16725217.527612945,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,2,1772791433.9275234,0.10791030297114405,pulse,1,0.0422168001436638,0.06569348889545776,1.393202250021029e-08,0.0,0.0,0.9577831998563362,0.6569348889545775,0.6569348889545775,0.10791030297114405,2,17096032.239543516,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,3,1772791433.9399707,0.10872461965244824,pulse,1,0.04352443113818116,0.06520011885415458,6.966011250105149e-08,0.0,0.0,0.9564755688618188,0.6520011885415458,0.6520011885415458,0.10791030297114405,2,17554384.4305467,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,4,1772791433.9507973,0.10790764915270794,pulse,1,0.042183806067346064,0.0657238312399047,1.1845457169225647e-08,0.0,0.0,0.9578161939326539,0.6572383123990471,0.6572383123990471,0.10790764915270794,4,17067138.536342014,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,5,1772791433.96323,0.10790788084854919,pulse,1,0.042185121160175365,0.06572274776203112,1.1926342698400352e-08,0.0,0.0,0.9578148788398246,0.6572274776203111,0.6572274776203111,0.10790764915270794,4,17068303.93711503,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,6,1772791433.9740322,0.10816478804937169,pulse,1,0.042160011939314956,0.06600477561810908,4.91947646813047e-10,0.0,0.0,0.957839988060685,0.6600477561810908,0.6600477561810908,0.10790764915270794,4,16794897.716046184,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,7,1772791433.9866285,0.10794558964964326,pulse,1,0.04211334783066678,0.06583223608290907,5.736067407216392e-09,0.0,0.0,0.9578866521693332,0.6583223608290907,0.6583223608290907,0.10790764915270794,4,16963151.796114158,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,8,1772791433.9961276,0.10791362017021078,pulse,1,0.04214831755595194,0.06576529336101945,9.253239377457704e-09,0.0,0.0,0.9578516824440481,0.6576529336101945,0.6576529336101945,0.10790764915270794,4,17027419.13595428,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,9,1772791434.0086367,0.10790873073277515,pulse,1,0.042168892787467716,0.06573982712772422,1.0817583222648434e-08,0.0,0.0,0.9578311072125323,0.6573982712772422,0.6573982712772422,0.10790764915270794,4,17051967.075406667,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,10,1772791434.0194604,0.1079078291339735,pulse,1,0.04217831710420217,0.06572950055754302,1.1472228303183122e-08,0.0,0.0,0.9578216828957978,0.6572950055754302,0.6572950055754302,0.10790764915270794,4,17061708.768139943,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,11,1772791434.032069,0.1079078339582712,pulse,1,0.042181539013255276,0.0657262832545065,1.1690509418644913e-08,0.0,0.0,0.9578184609867447,0.6572628325450649,0.6572628325450649,0.10790764915270794,4,17064894.879241273,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,12,1772791434.044697,0.10790767010369509,pulse,1,0.042182953971420134,0.06572470434612297,1.1786151988381607e-08,0.0,0.0,0.9578170460285799,0.6572470434612298,0.6572470434612298,0.10790764915270794,4,17066281.535588633,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,13,1772791434.0557396,0.1079077140174539,pulse,1,0.04218431188303473,0.06572339025809897,1.1876320206793397e-08,0.0,0.0,0.9578156881169653,0.6572339025809897,0.6572339025809897,0.10790764915270794,4,17067583.679826792,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,14,1772791434.0665905,0.10790701295119326,pulse,1,0.042182784386999406,0.06572421674193411,1.1822259744505066e-08,0.0,0.0,0.9578172156130006,0.657242167419341,0.657242167419341,0.10790701295119326,14,17066803.573588464,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,15,1772791434.0789702,0.10790786536078724,pulse,1,0.04218346753709201,0.0657243860086834,1.1815011823991031e-08,0.0,0.0,0.957816532462908,0.657243860086834,0.657243860086834,0.10790701295119326,14,17066698.848766804,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,16,1772791434.0913904,0.1079077705477607,pulse,1,0.042183706935847276,0.06572405178240354,1.1829509887456359e-08,0.0,0.0,0.9578162930641527,0.6572405178240354,0.6572405178240354,0.10790701295119326,14,17066908.29841012,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,17,1772791434.1020753,0.44868469109845854,pulse,1,0.3915493772881957,0.057134751973800725,5.618364620811116e-07,0.0,0.0,0.6084506227118043,0.5713475197380072,0.5713475197380072,0.10790701295119326,14,17066803.573588464,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
phase2_alternating_flips_T0500ns_sigma0p15_start00,18,1772791434.1129885,0.24568360398696168,pulse,1,0.17859240505017016,0.06709063710032945,5.61836462081111e-07,0.0,0.0,0.8214075949498298,0.6709063710032944,0.6709063710032944,0.10790701295119326,14,17066803.573588464,35688492.54478005,5.000000000000001e-07,252,2e-09,0.0
