run_id,iteration,timestamp,objective_total,backend,progress_schema_version,objective_terms.infidelity,objective_terms.leakage,objective_terms.time_reg,objective_terms.grid_penalty,objective_terms.constraint_penalty,metrics.fidelity_subspace,metrics.leakage_avg,metrics.leakage_worst,best_so_far.objective_total,best_so_far.iteration,params_summary.max_amp,params_summary.max_detuning,params_summary.times.QubitRotation,params_summary.times.SQR,params_summary.times.Displacement
run_001,9,1772774248.4689655,0.004256357228685781,ideal,1,0.004256357228685448,3.3306690738754696e-16,0.0,0.0,0.0,0.9957436427713146,1.295260195396016e-16,3.3306690738754696e-16,0.004256357228685781,9,3.3098635973908643,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,10,1772774249.242553,0.003913561168997326,ideal,1,0.003913561168996993,3.3306690738754696e-16,0.0,0.0,0.0,0.996086438831003,5.551115123125783e-17,3.3306690738754696e-16,0.003913561168997326,10,3.2973671351469767,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,11,1772774250.041226,0.0033173959244944262,ideal,1,0.003317395924494204,2.220446049250313e-16,0.0,0.0,0.0,0.9966826040755058,5.551115123125783e-17,2.220446049250313e-16,0.0033173959244944262,11,3.2553319268498098,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,12,1772774250.8038862,0.0032279330546566287,ideal,1,0.0032279330546565177,1.1102230246251565e-16,0.0,0.0,0.0,0.9967720669453435,1.850371707708594e-17,1.1102230246251565e-16,0.0032279330546566287,12,3.2458802058786,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,13,1772774251.5545807,0.003190809441159015,ideal,1,0.0031908094411584598,5.551115123125783e-16,0.0,0.0,0.0,0.9968091905588415,2.4054832200211723e-16,5.551115123125783e-16,0.003190809441159015,13,3.2383772718494788,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,14,1772774252.3676836,0.003172344801025906,ideal,1,0.003172344801025573,3.3306690738754696e-16,0.0,0.0,0.0,0.9968276551989744,1.295260195396016e-16,3.3306690738754696e-16,0.003172344801025906,14,3.232234317412482,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,15,1772774253.1678803,0.003140270516460486,ideal,1,0.003140270516460042,4.440892098500626e-16,0.0,0.0,0.0,0.99685972948354,1.4802973661668753e-16,4.440892098500626e-16,0.003140270516460486,15,3.2113869577304532,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,16,1772774253.933024,0.0031338980018666973,ideal,1,0.0031338980018662532,4.440892098500626e-16,0.0,0.0,0.0,0.9968661019981337,3.3306690738754696e-16,4.440892098500626e-16,0.0031338980018666973,16,3.2092393427241457,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,17,1772774254.7597954,0.0031227701847311717,ideal,1,0.0031227701847305056,6.661338147750939e-16,0.0,0.0,0.0,0.9968772298152695,2.590520390792032e-16,6.661338147750939e-16,0.0031227701847311717,17,3.2013007691721063,0.0,1.01e-06,1.01e-06,1.01e-06
run_001,18,1772774255.5839448,0.003122586132987659,ideal,1,0.003122586132986882,7.771561172376096e-16,0.0,0.0,0.0,0.9968774138670131,3.3306690738754696e-16,7.771561172376096e-16,0.003122586132987659,18,3.200758789001474,0.0,1.01e-06,1.01e-06,1.01e-06
