run_id,iteration,timestamp,objective_total,backend,progress_schema_version,objective_terms.infidelity,objective_terms.leakage,objective_terms.time_reg,objective_terms.grid_penalty,objective_terms.constraint_penalty,metrics.fidelity_subspace,metrics.leakage_avg,metrics.leakage_worst,best_so_far.objective_total,best_so_far.iteration,params_summary.max_amp,params_summary.max_detuning,params_summary.times.QubitRotation,params_summary.times.SQR,params_summary.times.Displacement,solver_stats.n_steps,solver_stats.dt,solver_stats.solver_time_sec
run_000,0,1772774256.4568653,0.7641184035788409,pulse,1,0.7641184035788402,6.661338147750939e-16,0.0,0.0,0.0,0.23588159642115983,3.3306690738754696e-16,6.661338147750939e-16,0.7641184035788409,0,0.3,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.005052900000009686
run_000,5,1772774260.5680037,0.01126264289246115,pulse,1,0.011262642892460928,2.220446049250313e-16,0.0,0.0,0.0,0.9887373571075391,1.1102230246251565e-16,2.220446049250313e-16,0.01126264289246115,5,55.95782319071673,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.00266840000404045
run_000,10,1772774265.0414908,0.010068536254262073,pulse,1,0.01006853625426185,2.220446049250313e-16,0.0,0.0,0.0,0.9899314637457381,7.401486830834377e-17,2.220446049250313e-16,0.010068536254262073,10,57.611919614334916,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.0022994000028120354
run_000,11,1772774266.1903708,0.01006676671642992,pulse,1,0.010066766716429143,7.771561172376096e-16,0.0,0.0,0.0,0.9899332332835709,1.6653345369377348e-16,7.771561172376096e-16,0.01006676671642992,11,57.60971764949269,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.0026581999991321936
run_001,0,1772774266.5023685,0.7821497641604309,pulse,1,0.7821497641604305,4.440892098500626e-16,0.0,0.0,0.0,0.2178502358395695,7.401486830834377e-17,4.440892098500626e-16,0.7821497641604309,0,0.5641747788856679,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.00337289999879431
run_001,5,1772774270.0585923,0.0133045965902433,pulse,1,0.013304596590243079,2.220446049250313e-16,0.0,0.0,0.0,0.9866954034097569,7.401486830834377e-17,2.220446049250313e-16,0.0133045965902433,5,79.90975198365219,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.00220610000542365
run_001,10,1772774273.6394396,0.010107953620851262,pulse,1,0.010107953620851151,1.1102230246251565e-16,0.0,0.0,0.0,0.9898920463791488,1.850371707708594e-17,1.1102230246251565e-16,0.010107953620851262,10,81.03183264327608,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.0024418999964836985
run_001,13,1772774275.9805279,0.010066769739172754,pulse,1,0.010066769739172088,6.661338147750939e-16,0.0,0.0,0.0,0.9899332302608279,1.6653345369377348e-16,6.661338147750939e-16,0.010066769739172754,13,79.44560672069447,0.0,1.6e-08,1.0000000000000002e-06,4.8000000000000006e-08,3192,1e-09,0.0027153999981237575
