run_id,iteration,timestamp,objective_total,backend,progress_schema_version,objective_terms.infidelity,objective_terms.leakage,objective_terms.time_reg,objective_terms.grid_penalty,objective_terms.constraint_penalty,metrics.fidelity_subspace,metrics.leakage_avg,metrics.leakage_worst,best_so_far.objective_total,best_so_far.iteration,params_summary.max_amp,params_summary.max_detuning,params_summary.times.SQR,solver_stats.n_steps,solver_stats.dt,solver_stats.solver_time_sec
phase2_seeded_random_T0050ns_sigma0p15_start00,0,1772791767.3080766,0.8823965660257271,pulse,1,0.8548679868822117,0.027528579143515492,0.0,0.0,0.0,0.14513201311778834,0.2752857914351549,0.2752857914351549,0.8823965660257271,0,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,1,1772791767.312838,0.857244366767926,pulse,1,0.8362469453978756,0.020997407438027957,1.3932022500210316e-08,0.0,0.0,0.16375305460212444,0.20997407438027957,0.20997407438027957,0.857244366767926,1,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,2,1772791767.3180788,0.9060191098110222,pulse,1,0.8720835716671261,0.03393552421187353,1.393202250021029e-08,0.0,0.0,0.12791642833287387,0.33935524211873525,0.33935524211873525,0.857244366767926,1,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,3,1772791767.3222713,0.8242181301691851,pulse,1,0.8114191955619391,0.012798864947133568,6.966011250105151e-08,0.0,0.0,0.18858080443806094,0.12798864947133567,0.12798864947133567,0.8242181301691851,3,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,4,1772791767.3269775,0.8028352644513536,pulse,1,0.7951457466791081,0.007689392384043026,1.2538820250189273e-07,0.0,0.0,0.20485425332089185,0.07689392384043026,0.07689392384043026,0.8028352644513536,4,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,5,1772791767.3316367,0.7892868474790633,pulse,1,0.7847572712512256,0.004529408267162652,1.6796067500630911e-07,0.0,0.0,0.21524272874877434,0.04529408267162652,0.04529408267162652,0.7892868474790633,5,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,6,1772791767.336313,0.7808068480918714,pulse,1,0.7782161440785887,0.002590506635752691,1.9737753001430064e-07,0.0,0.0,0.22178385592141123,0.02590506635752691,0.02590506635752691,0.7808068480918714,6,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,7,1772791767.341065,0.7755550869121266,pulse,1,0.7741289646625069,0.0014259055052320909,2.167443875410092e-07,0.0,0.0,0.2258710353374931,0.014259055052320908,0.014259055052320908,0.7755550869121266,7,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,8,1772791767.3457341,0.7723714428848524,pulse,1,0.7715862696036602,0.0007849441143246091,2.2916686760157667e-07,0.0,0.0,0.2284137303963399,0.00784944114324609,0.00784944114324609,0.7723714428848524,8,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,9,1772791767.3504589,0.7705595362489853,pulse,1,0.7700084375336018,0.0005508616979307219,2.370174527752874e-07,0.0,0.0,0.22999156246639813,0.005508616979307219,0.005508616979307219,0.7705595362489853,9,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,10,1772791767.3552182,0.7696014873629116,pulse,1,0.76903089702754,0.0005703483998832934,2.419354882055686e-07,0.0,0.0,0.23096910297246,0.0057034839988329335,0.0057034839988329335,0.7696014873629116,10,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,11,1772791767.3600292,0.7690750472160071,pulse,1,0.7684259429487708,0.000648859266984473,2.45000251871702e-07,0.0,0.0,0.2315740570512292,0.00648859266984473,0.00648859266984473,0.7690750472160071,11,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,12,1772791767.3646145,0.7687670705777183,pulse,1,0.7680516515110479,0.0007151721626455407,2.469040248605366e-07,0.0,0.0,0.2319483484889521,0.007151721626455406,0.007151721626455406,0.7687670705777183,12,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
phase2_seeded_random_T0050ns_sigma0p15_start00,13,1772791767.369249,0.7685815951598349,pulse,1,0.7678201748062253,0.0007611722693043107,2.4808430528919233e-07,0.0,0.0,0.23217982519377467,0.007611722693043106,0.007611722693043106,0.7685815951598349,13,135656048.28767455,35688492.54478005,5.0000000000000004e-08,26,2e-09,0.0
