case_id,codesigned_duration_ns,codesigned_family_id,codesigned_full_fidelity,codesigned_post_snap_fidelity,codesigned_snap_rms_rad,naive_duration_ns,naive_family_id,naive_full_fidelity,naive_post_snap_fidelity,naive_snap_rms_rad,post_snap_gain_from_codesign,snap_rms_reduction_rad,title
uniform_pi_zero,700.0,D_extended_phase,0.7449907103022184,0.7697242487094801,0.24413883268372372,450.0,D_chirp_phase,0.0652300561064453,0.8078985442147621,1.455019437505599,-0.03817429550528206,1.2108806048218752,Uniform pi rotations with zero target block phase
structured_zero,700.0,D_chirp_phase,0.9368298065461131,0.968874602120851,0.24413898084781716,450.0,D_chirp_phase,0.3497268408408124,0.851242685255161,1.5428571448256487,0.11763191686568997,1.2987181639778316,Structured conditional rotations with zero target block phase
uniform_pi_quadratic,700.0,D_extended_phase,0.7637549329578728,0.7695263725367163,0.10499108227217895,450.0,D_extended_phase,0.05697842870774485,0.5428806187753478,3.5822204767757726,0.22664575376136853,3.4772293945035937,Uniform pi rotations with quadratic target block phase
uniform_pi_random,500.0,D_chirp_phase,0.027528447060603353,0.899695409855125,3.943056499708109,450.0,D_chirp_phase,0.015482694435089702,0.7863047442515398,1.842555290945935,0.11339066560358513,-2.100501208762174,Uniform pi rotations with a designed non-drift phase pattern
