block_gauge_fidelity,block_rotation_fidelity_mean,block_rotation_fidelity_min,category,duration_ns,family_id,full_unitary_fidelity,ideal_post_snap_fidelity,label,lambda_impl_relative_rad,lambda_target_relative_rad,max_abs_phase_shift_from_family_baseline_rad,n_levels,phase_error_rms_rad,phase_steering_distance_from_drift_rad,snap_gap,target_category,target_distance_from_drift_rad,target_name
0.7697242487094801,0.7704984311328134,0.721299182084319,multitone_fixed_T,702.0,D_extended_phase,0.6633502207103783,0.7697242487094801,Phase-aware multitone SQR,"[0.0, 0.019854867380642138, 0.17203360677486512, 0.4565361292338205]","[0.0, -0.1502687665241355, -0.27375829854180106, -0.5667744960900678]",0.0,4,0.5645434238301774,5.770433157813135e-08,0.10637402799910178,random_medium,0.5645434772604646,random_medium_c
0.7697242487094801,0.7704984311328134,0.721299182084319,multitone_fixed_T,702.0,D_extended_phase,0.31904124294804814,0.7697242487094801,Phase-aware multitone SQR,"[0.0, 0.019854867380642138, 0.17203360677486512, 0.4565361292338205]","[0.0, -1.130145134429314, 1.022033613710573, -0.8434637555803317]",0.0,4,0.966307367827444,5.770433157813135e-08,0.45068300576143194,stress,0.9663074045043845,far_from_drift
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,0.967131577602381,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, 0.0, 0.0, 0.0]",0.0,4,0.24413542612933795,3.527096942253237e-06,0.03287016891210537,structured,0.24413885516339046,zero
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,1.0000017465059616,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, 0.01985486557068583, 0.1720336137105729, 0.45653624441966834]",0.0,4,3.527096942253237e-06,3.527096942253237e-06,8.524736472281802e-12,structured,0.0,natural_drift
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,0.9995091783002186,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, 0.0, 0.1323238825692021, 0.39697164770760635]",0.0,4,0.037142005212007265,3.527096942253237e-06,0.0004925682142677967,structured,0.0371450522129817,kerr_cancel
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,0.945336544162963,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, 0.24, -0.24, 0.24]",0.0,4,0.25744891184260366,3.527096942253237e-06,0.05466520235152339,structured,0.25745073518426237,alternating
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,0.8634913404458394,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, 0.07, -0.07999999999999999, -0.45]",0.0,4,0.47112373773231125,3.527096942253237e-06,0.13651040606864695,structured,0.47112722257195583,affine_quadratic
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,0.9530348444068782,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, -0.07558155042615496, 0.1019836280007256, -0.09795095727279476]",0.0,4,0.2834886581575321,3.527096942253237e-06,0.04696690210760812,random_small,0.28349213694431197,random_small_a
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,0.9608985607551318,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, -0.14316963061722365, -0.06784452853586455, -0.0925209914561794]",0.0,4,0.3104731218752025,3.527096942253237e-06,0.039103185759354564,random_small,0.31047639111233166,random_small_b
1.0000017465144864,1.000001746514579,1.0000012589862577,piecewise_iq_fixed_T,702.0,piecewise_iq,0.9624301857230024,1.0000017465144864,Piecewise-constant IQ,"[0.0, 0.019854841349924997, 0.17203272098100694, 0.4565292469845213]","[0.0, 0.018724941195116196, 0.013795850433603873, -0.02262423370576011]",0.0,4,0.2523035086619919,3.527096942253237e-06,0.03757156079148394,random_small,0.2523069708972494,random_small_c
